"","id","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","consent","work_with_offices_clients_abroad","role_in_organisation...Selected.Choice","role_in_organisation...Other..please.specify....Text","gender","year_of_birth","region","country","ethnicity","ethnicity_other","languages_spoken","countries_abroad_count","countries_abroad_oc","organisational_affiliation_years","workplace_diversity","pql_stimulating_challenges_imp","pql_flexible_imp","pql_weaknesses_imp","pql_manage_emotions_imp","pql_ease_differing_views_imp","pql_stimulating_challenges_exp","pql_flexible_exp","pql_weaknesses_exp","pql_manage_emotions_exp","pql_ease_differing_views_exp","cui_understand_culture_communication_imp","cui_noticing_ways_imp","cui_mixing_socially_imp","cui_learn_foreign_phrases_imp","cui_understan_values_beliefs_imp","cui_understand_culture_communication_exp","cui_noticing_ways_exp","cui_mixing_socially_exp","cui_learn_foreign_phrases_exp","cui_understan_values_beliefs_exp","trl_trust_imp","trl_respect_viewpoints_imp","trl_feeling_part_of_team_imp","trl_support_each_other_imp","trl_know_personally_imp","trl_trust_exp","trl_respect_viewpoints_exp","trl_feeling_part_of_team_exp","trl_support_each_other_exp","trl_know_personally_exp","com_understand_each_other_imp","com_adjusting_language_imp","com_everyone_contributes_imp","com_say_what_you_want_imp","com_listen_to_others_imp","com_clarify_issues_imp","com_account_for_different_language_levels_imp","com_understand_each_other_exp","com_adjusting_language_exp","com_everyone_contributes_exp","com_say_what_you_want_exp","com_listen_to_others_exp","com_clarify_issues_exp","com_account_for_different_language_levels_exp","lmg_handle_opinions_imp","lmg_negative_feedback_imp","lmg_personal_circumstances_imp","lmg_varying_management_style_imp","lmg_motivating_staff_imp","lmg_handle_opinions_eoh","lmg_negative_feedback_eoh","lmg_personal_circumstances_eoh","lmg_varying_management_style_eoh","lmg_motivating_staff_eoh","tmg_clear_goals_imp","tmg_divide_responsibilities_fairly_imp","tmg_peoples_strengths_imp","tmg_ethical_standards_imp","tmg_making_decisions_imp","tmg_keeping_time_imp","tmg_elicit_ideas_imp","tmg_clear_goals_eoh","tmg_divide_responsibilities_fairly_eoh","tmg_peoples_strengths_eoh","tmg_ethical_standards_eoh","tmg_making_decisions_eoh","tmg_keeping_time_eoh","tmg_elicit_ideas_eoh","lao_manage_change_imp","lao_persuade_leaders_new_ways_imp","lao_local_contextual_factors_imp","lao_recruiting_people_imp","lao_combine_different_viewpoints_imp","lao_manage_change_eoh","lao_persuade_leaders_new_ways_eoh","lao_local_contextual_factors_eoh","lao_recruiting_people_eoh","lao_combine_different_viewpoints_eoh","oc","opp","Q_TotalDuration","Q_CHL","isNew","V","rid","RISN","test2","gc","term","manager","missing"
"31",31,"16/01/2019 15:00","16/01/2019 15:19",0,"76.17.49.140",100,1179,1,"16/01/2019 15:19","R_vk2Lwkq0llJBIGZ",NA,NA,NA,NA,33.87690735,-83.89679718,"anonymous","EN","consent_academic,consent_teaching",2,"Top Management (with responsibilities for one or more managers)",NA,"Male","1963","Americas","US","Black",NA,"1",2,"Sicily
Bermuda ","5 years","diversity_culture",6,6,6,6,6,5,5,3,5,5,6,6,6,4,6,6,6,6,5,5,5,6,5,6,6,5,6,6,6,5,6,6,6,6,6,6,4,5,6,4,2,6,5,5,5,5,6,6,5,NA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,"it is important to be able to weather the differences until every one knows how to act around different culture.","Qual2514-0709Const2",1179,"anonymous",NA,"H","5c3f46fa-9305-4a46-a1f8-8bb844038d65",NA,NA,3,"overquota_end","yes",1
"32",32,"16/01/2019 14:31","16/01/2019 15:56",0,"89.204.137.136",100,5088,1,"16/01/2019 15:56","R_3lSx4lwStLYhyOM",NA,NA,NA,NA,52.48240662,13.3289032,"anonymous","EN","consent_academic,consent_teaching",2,"Middle (with subordinates/line-reports)",NA,"Female","1988","Europe","Germany","White",NA,"2",1,NA,NA,"diversity_education,diversity_part_of_organisation,diversity_experience",5,4,4,4,5,3,2,5,4,3,3,5,5,4,6,3,4,3,2,5,6,5,6,6,5,4,3,4,4,4,5,4,5,5,5,5,4,4,3,4,4,4,4,3,5,5,5,5,5,3,3,3,4,3,5,4,5,4,5,5,4,4,3,4,3,4,4,3,5,5,4,4,5,4,4,3,3,3,NA,"Qual2514-0709Const2",5088,"anonymous",NA,"H","5c3f402a-bf8d-4f5c-bd6a-14d0ccda9226",NA,NA,3,"overquota_end","yes",0
"33",33,"16/01/2019 14:31","16/01/2019 19:27",0,"185.100.214.126",100,17759,1,"16/01/2019 19:27","R_1jkWHl0dccP6rgN",NA,NA,NA,NA,51.55960083,-0.007797241,"anonymous","EN","consent_academic,consent_teaching",5,"Top Management (with responsibilities for one or more managers)",NA,"Female","1982","Europe","UK","Mixed race",NA,"4",3,"uk usa switzerland ","8 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,2,3,4,3,3,5,3,5,5,5,5,5,3,3,3,2,3,3,3,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,4,4,4,3,4,4,4,5,5,5,5,5,4,4,4,4,3,"na","Qual2514-0709Const2",17759,"anonymous",NA,"H","5c3f3ffb-1495-4b24-87c9-a1a06253051a",NA,NA,3,"overquota_end","yes",0
"34",34,"17/01/2019 14:39","17/01/2019 14:42",0,"77.102.177.186",100,209,1,"17/01/2019 14:42","R_3EzrQglhP6W9bfW",NA,NA,NA,NA,51.16949463,0.2368927,"anonymous","EN","consent_academic,consent_teaching",6,"Middle (with subordinates/line-reports)",NA,"Female","before 1960","Europe","UK","White",NA,"1",1,NA,"more than 20 years","diversity_education",6,6,6,6,6,6,6,4,2,5,6,6,6,6,6,4,4,5,2,4,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,4,5,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,"no","Qual2514-0709Const2",209,"anonymous",NA,"H","5c40938f-9a82-497b-8b3c-80355e859e85",NA,NA,1,NA,"yes",0
"35",35,"17/01/2019 14:41","17/01/2019 14:45",0,"188.29.164.148",100,257,1,"17/01/2019 14:45","R_2PnayUrANe2rSWr",NA,NA,NA,NA,51.60369873,-0.067901611,"anonymous","EN","consent_academic,consent_teaching",5,"Middle (with subordinates/line-reports)",NA,"Female","1989","Europe","UK","White",NA,"2",3,"England France dubai","9 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",5,6,5,5,6,2,3,4,5,6,6,5,6,5,6,3,3,6,2,6,5,6,5,6,5,4,6,5,6,3,5,5,4,5,5,5,5,5,2,4,3,5,5,4,5,6,4,4,6,5,6,3,4,4,6,5,5,5,5,5,4,6,5,5,5,4,3,3,5,3,4,4,5,4,2,3,3,3,NA,"Qual2514-0709Const2",257,"anonymous",NA,"H","5c40941d-c8a5-417b-9d86-b30eaff32682",NA,NA,1,NA,"yes",0
"36",36,"17/01/2019 14:39","17/01/2019 14:47",0,"92.26.142.120",100,454,1,"17/01/2019 14:47","R_2qyjGGIMRWVczRc",NA,NA,NA,NA,52.52639771,-1.092193604,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1969","Europe","UK","White",NA,"1",1,NA,"more than 20 years","diversity_education,diversity_experience",6,6,6,6,6,3,6,5,6,6,4,4,2,4,5,4,3,1,2,5,6,6,6,6,5,5,5,5,4,4,6,1,5,6,6,5,3,6,2,5,6,6,6,2,6,6,6,6,6,5,4,6,NA,4,6,6,6,6,5,6,5,6,5,5,5,5,4,4,3,6,5,1,6,3,3,5,NA,4,"Generally speaking I find it is a matter of give and take as long as you obey certain ground rules.","Qual2514-0709Const2",454,"anonymous",NA,"H","5c409396-0cf0-40c0-88a5-b7d6f70568d5",NA,NA,3,"overquota_end","no",1
"37",37,"17/01/2019 14:41","17/01/2019 14:50",0,"68.8.4.169",100,548,1,"17/01/2019 14:50","R_2sQNrofY2JyQM5v",NA,NA,NA,NA,32.69700623,-117.1152954,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Female","before 1960","Americas","US","White",NA,"1",0,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,5,5,5,5,3,4,4,3,4,5,5,6,5,6,5,4,5,3,4,6,6,5,6,5,6,5,4,5,5,5,4,5,5,6,5,4,5,4,4,5,6,4,4,6,5,5,4,5,5,5,5,4,5,6,6,6,6,6,5,6,4,4,5,6,5,4,NA,6,6,5,6,6,4,4,6,5,5,"Our office workx pretty well with each other but in the past we have had employees who didnt work well.","Qual2514-0709Const2",548,"anonymous",NA,"H","5c40940b-80e2-4f7c-bccd-3e61d47dcf38",NA,NA,3,"overquota_end","yes",0
"38",38,"17/01/2019 14:40","17/01/2019 14:50",0,"73.15.104.177",100,608,1,"17/01/2019 14:50","R_WpaONuA2PVSrWCt",NA,NA,NA,NA,37.65739441,-122.4235001,"anonymous","EN","consent_academic,consent_teaching",6,"Middle Management (no subordinates/line-reports)",NA,"Male","1967","Americas","US","Asian",NA,"1",1,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",4,6,6,6,6,1,5,3,1,1,6,6,5,3,6,3,3,4,1,5,6,6,6,6,6,4,4,3,4,2,6,3,5,6,6,6,5,6,1,3,5,6,4,4,6,6,6,6,6,5,4,6,5,6,6,6,6,6,6,6,6,6,5,5,6,5,4,6,5,4,3,6,6,NA,NA,NA,NA,2,NA,"Qual2514-0709Const2",608,"anonymous",NA,"H","5c4093e1-89e2-4ce7-bacb-8d377ee0a2e9",NA,NA,3,"overquota_end","yes",0
"39",39,"17/01/2019 14:39","17/01/2019 14:50",0,"92.239.251.214",100,666,1,"17/01/2019 14:50","R_33etkbdNvDZrK41",NA,NA,NA,NA,52.58529663,-1.98399353,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Male","1967","Europe","UK","White",NA,"1",2,"England, australia","2 years","diversity_part_of_organisation,diversity_experience",5,4,3,4,4,3,4,3,4,4,5,4,5,5,4,4,4,4,2,3,6,6,6,5,4,6,5,5,4,4,5,3,5,6,5,4,6,5,3,4,5,5,4,4,5,4,5,4,4,5,4,4,4,4,6,4,6,6,5,4,4,6,4,6,NA,4,3,4,4,5,NA,4,4,4,5,4,5,4,"have a good manager","Qual2514-0709Const2",666,"anonymous",NA,"H","5c4093a8-6a39-47ff-9795-4b0ea4c528e7",NA,NA,3,"overquota_end","no",1
"40",40,"17/01/2019 14:40","17/01/2019 14:51",0,"143.159.112.202",100,701,1,"17/01/2019 14:51","R_12Slv3Qx4KKjkZt",NA,NA,NA,NA,53.88589478,-2.046707153,"anonymous","EN","consent_academic,consent_teaching",2,"Middle (with subordinates/line-reports)",NA,"Male","1967","Europe","UK","White",NA,"1",2,"germany
uk","19 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",5,6,6,6,4,6,6,5,3,3,6,5,5,4,6,3,3,6,3,4,6,6,6,6,5,6,5,6,5,6,6,6,5,5,6,5,4,6,2,4,5,6,5,2,5,5,6,5,6,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,6,4,6,4,6,5,4,5,5,5,"no, I have a good team.","Qual2514-0709Const2",701,"anonymous",NA,"H","5c4093b0-0a13-45c7-92f6-a054484aaa30",NA,NA,3,"overquota_end","yes",0
"42",42,"17/01/2019 15:38","17/01/2019 15:43",0,"178.203.233.221",100,265,1,"17/01/2019 15:43","R_3EKoiqlxqKXj9Qm",NA,NA,NA,NA,50.11369324,8.711898804,"anonymous","EN","consent_academic,consent_teaching",5,"Middle Management (no subordinates/line-reports)",NA,"Female","1990","Europe","Germany","White",NA,"2",1,NA,"10 years","diversity_culture,diversity_language,diversity_part_of_organisation,diversity_experience",5,6,6,6,5,3,3,5,2,2,5,5,5,4,3,3,5,4,4,3,6,6,5,6,6,5,5,5,6,6,6,6,6,5,6,5,5,4,5,3,1,5,5,5,6,5,5,5,5,4,6,4,6,6,4,5,6,5,6,6,6,3,4,6,4,6,3,6,6,5,3,4,4,6,3,3,3,5,NA,"Qual2514-0709Const2",265,"anonymous",NA,"H","5c40a17a-8f5b-4647-ad56-9b3664d34e25",NA,NA,1,NA,"yes",0
"43",43,"17/01/2019 15:41","17/01/2019 15:43",0,"71.228.68.5",100,134,1,"17/01/2019 15:43","R_R9SQYSghkyAu1Et",NA,NA,NA,NA,26.98269653,-82.1411972,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Male","1992","Americas","US","White",NA,"2",4,"India, USA< Turkey, Spain","less than 1 year","diversity_culture,diversity_language,diversity_education",5,6,5,5,5,4,5,3,4,5,5,5,4,5,5,5,4,4,3,5,6,4,5,4,3,2,4,6,6,5,5,5,5,6,3,3,5,4,5,5,4,3,4,4,3,4,5,5,5,6,5,3,6,5,5,6,6,4,5,6,4,NA,5,3,4,4,4,5,5,5,6,5,5,4,5,5,6,5,"None","Qual2514-0709Const2",134,"anonymous",NA,"H","5c40a20e-3aa6-4d4d-8188-a254e4734d63",NA,NA,4,"speeder","no",1
"44",44,"17/01/2019 15:41","17/01/2019 15:47",0,"73.171.23.160",100,364,1,"17/01/2019 15:47","R_3NxMndzduMynZmM",NA,NA,NA,NA,38.09950256,-78.40850067,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Male","1980","Americas","US","White",NA,"1",1,NA,"18 years","diversity_education",6,6,6,6,6,5,5,6,5,5,5,6,6,4,6,4,4,5,3,6,6,6,5,5,6,5,6,5,5,4,6,3,6,5,6,4,5,4,2,6,4,6,4,4,5,5,6,5,6,6,4,6,5,5,6,5,5,6,5,5,6,NA,5,5,6,5,5,6,4,4,5,5,6,3,4,5,5,5,NA,"Qual2514-0709Const2",364,"anonymous",NA,"H","5c40a230-e031-4f52-a30b-27c00bfdbfff",NA,NA,1,NA,"yes",1
"46",46,"17/01/2019 15:42","17/01/2019 15:48",0,"104.172.233.32",100,379,1,"17/01/2019 15:48","R_2aen2JsrOGBG7bg",NA,NA,NA,NA,33.99490356,-118.3991013,"anonymous","EN","consent_academic,consent_teaching",6,"Middle Management (no subordinates/line-reports)",NA,"Female","1985","Americas","US","White",NA,"1",1,"Ireland","less than 1 year","diversity_part_of_organisation,diversity_experience",5,5,5,5,5,4,5,5,4,3,4,5,5,5,5,4,5,5,5,5,5,6,5,5,5,4,5,3,4,4,5,5,4,4,5,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,6,6,6,4,3,5,4,5,3,3,4,4,5,5,5,5,5,4,4,4,5,NA,"Qual2514-0709Const2",379,"anonymous",NA,"H","5c40a269-ffee-4a71-8fa5-94915e2151b6",NA,NA,1,NA,"yes",0
"47",47,"17/01/2019 15:40","17/01/2019 15:52",0,"67.87.218.113",100,710,1,"17/01/2019 15:52","R_WwXOarlZFdbRR5L",NA,NA,NA,NA,40.80149841,-72.86759949,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Female","1963","Americas","US","White",NA,"1",0,NA,"18 years","diversity_part_of_organisation",6,NA,6,6,5,6,NA,5,6,6,5,6,6,4,5,6,5,1,4,6,5,5,6,6,3,5,6,6,6,3,6,6,6,3,6,6,6,6,4,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,6,4,5,NA,6,NA,"Qual2514-0709Const2",710,"anonymous",NA,"H","5c40a1eb-0a4b-444c-906b-1d6c770c799b",NA,NA,1,NA,"no",2
"48",48,"17/01/2019 15:49","17/01/2019 15:53",0,"38.104.199.50",100,248,1,"17/01/2019 15:53","R_OKhq2HHSVBZZH8Z",NA,NA,NA,NA,36.35769653,-94.22239685,"anonymous","EN","consent_academic,consent_teaching",4,"Skilled work/Office work",NA,"Male","1999","Americas","US","Asian",NA,"2",2,"germany, us","5 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",3,3,5,5,2,5,5,3,3,5,5,6,1,3,5,5,2,3,3,5,4,6,3,5,2,2,4,6,5,3,5,6,3,4,4,6,3,3,3,5,2,5,4,3,3,5,6,3,4,6,3,4,5,6,3,3,5,6,5,5,2,6,5,3,2,4,5,2,5,2,3,5,6,2,5,3,4,6,"na","Qual2514-0709Const2",248,"anonymous",NA,"H","5c40a3e4-08ca-4c4d-baaa-23c73db4e33d",NA,NA,1,NA,"no",0
"49",49,"17/01/2019 15:46","17/01/2019 15:53",0,"172.13.51.76",100,427,1,"17/01/2019 15:53","R_qWVssnx1Z9rAO1H",NA,NA,NA,NA,43.10949707,-88.48619843,"anonymous","EN","consent_academic,consent_teaching",6,"Entrepreneur",NA,"Female","1982","Americas","US","White",NA,"1",1,NA,"2 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,5,4,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,5,6,5,4,6,5,5,4,6,6,5,6,6,6,6,4,6,6,4,6,4,6,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,5,5,5,5,6,6,6,5,5,4,4,5,"Working with teachers from China as an English teacher, I find things getting interpreted very differently.  Emails need to be read slowly as to interpret them correctly.","Qual2514-0709Const2",427,"anonymous",NA,"H","5c40a356-bd5a-45bc-8421-0497323189b2",NA,NA,1,NA,"yes",0
"50",50,"17/01/2019 15:50","17/01/2019 15:55",0,"92.237.62.234",100,281,1,"17/01/2019 15:55","R_6ysdWBGDPBty2ch",NA,NA,NA,NA,56.53039551,-3.069503784,"anonymous","EN","consent_academic,consent_teaching",4,"Middle Management (no subordinates/line-reports)",NA,"Male","1972","Europe","UK","White",NA,"4",1,"America","more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,5,5,5,4,4,4,3,3,5,6,5,5,5,4,5,4,4,4,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,4,6,6,5,5,6,6,5,6,5,6,5,5,6,6,5,5,5,5,5,5,5,5,5,5,"Everyone gets involved to do their share of workload","Qual2514-0709Const2",281,"anonymous",NA,"H","5c40a453-a0e4-4db9-80f2-1c85575a025a",NA,NA,1,NA,"yes",0
"51",51,"17/01/2019 15:53","17/01/2019 15:56",0,"84.143.72.247",100,157,1,"17/01/2019 15:56","R_2xCUSZeNCnA2WqX",NA,NA,NA,NA,48.30499268,10.1605072,"anonymous","EN","consent_academic,consent_teaching",5,"Skilled work/Office work",NA,"Male","1978","Europe","Germany","White",NA,"3",3,"USA, Germany, France","11 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation",6,6,5,6,5,3,5,3,4,5,4,5,5,5,5,5,5,5,4,4,5,4,5,6,5,4,4,5,5,5,6,5,5,5,5,4,5,5,6,5,6,6,6,4,5,6,6,4,5,6,5,6,5,4,6,5,5,5,6,6,6,6,6,6,5,5,5,6,5,6,6,5,5,6,4,6,4,5,NA,"Qual2514-0709Const2",157,"anonymous",NA,"H","5c40a4fa-7ee4-4649-932e-fb71efd37603",NA,NA,4,"speeder","no",0
"52",52,"17/01/2019 15:54","17/01/2019 16:00",0,"148.252.128.137",100,352,1,"17/01/2019 16:00","R_3qOngsrplIY6zfb",NA,NA,NA,NA,51.49639893,-0.122406006,"anonymous","EN","consent_academic,consent_teaching",6,"Middle (with subordinates/line-reports)",NA,"Female","1968","Europe","UK","White",NA,"1",1,NA,"less than 1 year","diversity_culture,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,6,6,5,6,6,6,6,6,1,6,6,6,4,1,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,3,6,2,5,4,5,5,3,6,6,6,6,6,5,3,4,5,6,6,6,6,6,6,6,6,5,6,5,6,5,4,5,6,6,6,6,6,4,4,6,4,5,"It is the most challenging part of the job in many ways but always interesting","Qual2514-0709Const2",352,"anonymous",NA,"H","5c40a51c-a678-4f12-a720-bc5f4b6a472b",NA,NA,1,NA,"yes",0
"53",53,"17/01/2019 15:56","17/01/2019 16:02",0,"99.90.184.151",100,374,1,"17/01/2019 16:02","R_9mndhrSd2TpIXK1",NA,NA,NA,NA,43.11540222,-88.0345993,"anonymous","EN","consent_academic,consent_teaching",2,"Skilled work/Office work",NA,"Female","1987","Americas","US","White",NA,"1",0,NA,"7 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,NA,"Qual2514-0709Const2",374,"anonymous",NA,"H","5c40a587-e106-4f33-91bf-8098589e7482",NA,NA,1,NA,"no",0
"54",54,"17/01/2019 16:06","17/01/2019 16:10",0,"95.91.232.247",100,236,1,"17/01/2019 16:10","R_3fq3OyU5XoOsXdR",NA,NA,NA,NA,48.06959534,11.37399292,"anonymous","EN","consent_academic,consent_teaching",2,"Top Management (with responsibilities for one or more managers)",NA,"Male","1966","Europe","Germany","White",NA,"2",2,NA,"more than 20 years","diversity_culture,diversity_language,diversity_education,diversity_part_of_organisation,diversity_experience",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,6,6,5,6,5,5,6,6,6,6,6,4,6,6,6,6,6,6,5,6,5,5,5,4,6,3,3,3,4,4,6,6,6,6,6,6,6,4,3,3,3,3,2,3,6,5,5,5,6,3,2,3,2,3,NA,"Qual2514-0709Const2",236,"anonymous",NA,"H","5c40a7f3-c63d-4e11-9d03-758c90d9d24f",NA,NA,1,NA,"yes",0
"57",57,"17/01/2019 16:09","17/01/2019 16:12",0,"31.205.139.91",100,189,1,"17/01/2019 16:12","R_3PEJckM9upZP1OZ",NA,NA,NA,NA,53.36079407,-1.508407593,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Male","1983","Europe","UK","White",NA,"1",1,"ok","3 years","diversity_culture",5,4,5,5,5,4,5,4,3,5,3,6,5,5,4,4,6,5,3,6,5,4,3,6,4,5,3,3,5,5,5,6,4,5,4,5,6,4,4,3,6,5,5,4,6,5,4,3,6,NA,4,5,4,6,5,6,6,2,5,5,3,5,6,NA,5,5,6,4,6,6,5,5,4,4,5,6,4,NA,"ok","Qual2514-0709Const2",189,"anonymous",NA,"H","5c40a89b-0213-4368-8800-cd2984ede08b",NA,NA,1,NA,"no",2
"58",58,"17/01/2019 16:12","17/01/2019 16:14",0,"81.141.129.238",100,97,1,"17/01/2019 16:14","R_yHALiGVqguEzhXH",NA,NA,NA,NA,56.21589661,-2.971603394,"anonymous","EN","consent_academic,consent_teaching",5,"Apprenticeship/Trainee/Junior employee",NA,"Male","1990","Europe","UK","White",NA,"2",2,"france","5 years","diversity_culture",5,5,6,5,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,5,5,5,5,5,5,4,3,5,4,5,4,4,5,5,4,5,4,4,5,5,5,5,5,6,4,4,4,5,5,5,4,4,5,4,4,5,5,4,4,3,5,5,5,3,5,5,4,4,6,5,4,5,5,5,5,NA,"Qual2514-0709Const2",97,"anonymous",NA,"H","5c40a964-47ee-4bd4-a0f4-c2e397a7d327",NA,NA,4,"speeder","no",0
"62",62,"17/01/2019 15:53","17/01/2019 16:18",0,"71.80.123.130",100,1522,1,"17/01/2019 16:18","R_2DXZYZC2sZbdwcq",NA,NA,NA,NA,42.26679993,-72.66899872,"anonymous","EN","consent_academic,consent_teaching",3,"Skilled work/Office work",NA,"Female","before 1960","Americas","US","White",NA,"1",1,NA,"15 years","diversity_culture,diversity_language,diversity_education",4,6,6,6,6,6,3,1,6,3,6,6,6,6,6,3,4,6,5,3,6,6,6,5,4,4,4,3,3,4,6,5,6,6,6,5,6,5,5,4,4,5,4,5,5,6,6,4,6,5,6,5,5,6,6,6,6,6,6,6,5,5,5,6,6,5,NA,4,5,5,5,6,6,3,NA,4,5,5,NA,"Qual2514-0709Const2",1522,"anonymous",NA,"H","5c40a4e3-e681-4c59-93ee-a7fc8c94fc35",NA,NA,1,NA,"no",1
"68",68,"17/01/2019 16:19","17/01/2019 16:22",0,"86.6.230.94",100,188,1,"17/01/2019 16:22","R_3CVOBFwN5U6OtdO",NA,NA,NA,NA,52.69999695,-2.5,"anonymous","EN","consent_academic,consent_teaching",4,"Top Management (with responsibilities for one or more managers)",NA,"Male","1998","Europe","UK","White",NA,"2",2,"France, England","2 years","diversity_culture,diversity_education,diversity_part_of_organisation,diversity_experience",4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,5,5,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,5,5,5,5,5,6,5,5,5,6,6,5,6,5,4,6,6,6,5,5,5,5,6,5,5,4,4,"most people are easy to work with","Qual2514-0709Const2",188,"anonymous",NA,"H","5c40aafe-a575-4387-8f26-e2e8c3c262a5",NA,NA,1,NA,"yes",0
"69",69,"17/01/2019 16:15","17/01/2019 16:22",0,"99.98.249.210",100,439,1,"17/01/2019 16:22","R_2WwBDPoQfMuMQo7",NA,NA,NA,NA,33.57009888,-117.7086029,"anonymous","EN","consent_academic,consent_teaching",3,"Top Management (with responsibilities for one or more managers)",NA,"Male","1973","Americas","US","White",NA,"1",2,"Canada","5 years","diversity_education,diversity_part_of_organisation,diversity_experience",4,4,2,4,4,5,5,3,5,5,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,"Qual2514-0709Const2",439,"anonymous",NA,"H","5c40aa0e-3399-4783-aba5-1285fbad5933",NA,NA,1,NA,"yes",0
"70",70,"17/01/2019 16:19","17/01/2019 16:23",0,"217.72.123.50",100,221,1,"17/01/2019 16:23","R_DSM74G4tZNg9yuZ",NA,NA,NA,NA,51.26669312,0.516693115,"anonymous","EN","consent_academic,consent_teaching",2,"Middle (with subordinates/line-reports)",NA,"Female","1975","Europe","UK","White",NA,"1",4,"UK, australia, new zealand, USA","14 years","diversity_education",5,5,5,5,5,5,5,5,5,5,4,4,5,2,5,4,4,5,2,5,4,5,5,4,4,4,5,5,4,4,5,3,5,4,5,5,5,5,3,5,4,5,5,5,5,5,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,4,5,4,6,4,3,3,5,5,3,5,5,4,2,3,4,4,"none","Qual2514-0709Const2",221,"anonymous",NA,"H","5c40ab06-2165-4b5c-a43b-91726edf25e1",NA,NA,1,NA,"yes",0
